Course_number_group,Term,Course_number,subject,score,course_units
2531180_07,3971,2531180,مهندسي شيمي,8,3            
2531180_07,3971,2531180,مهندسي شيمي,----,3            
2531180_07,3971,2531180,مهندسي شيمي,7,3            
2531180_07,3971,2531180,مهندسي شيمي,----,3            
2531180_07,3971,2531180,مهندسي شيمي,9.9,3            
2531180_07,3971,2531180,مهندسي شيمي,8,3            
2531180_07,3971,2531180,مهندسي شيمي,7,3            
2531180_07,3971,2531180,مهندسي شيمي,10,3            
2531180_07,3971,2531180,مهندسي شيمي,7,3            
2531180_07,3971,2531180,مهندسي شيمي,----,3            
2531180_07,3971,2531180,مهندسي شيمي,8,3            
2531180_07,3971,2531180,مهندسي شيمي,----,3            
2531180_07,3971,2531180,مهندسي شيمي,----,3            
2531180_07,3971,2531180,مهندسي شيمي,----,3            
2531180_07,3971,2531180,مهندسي شيمي,----,3            
2531180_07,3971,2531180,مهندسي شيمي,7,3            
2531180_07,3971,2531180,مهندسي شيمي,7,3            
2531180_07,3971,2531180,مهندسي شيمي,7,3            
2531180_07,3971,2531180,مهندسي شيمي,7,3            
2531180_07,3971,2531180,مهندسي شيمي,7,3            
2531180_08,3971,2531180,مهندسي ساخت و توليد,7,3            
2531180_08,3971,2531180,مهندسي ساخت و توليد,----,3            
2531180_08,3971,2531180,مهندسي ساخت و توليد,----,3            
2531180_08,3971,2531180,مهندسي ساخت و توليد,13.5,3            
2531180_08,3971,2531180,مهندسي ساخت و توليد,7,3            
2531180_08,3971,2531180,مهندسي ساخت و توليد,7,3            
2531180_08,3971,2531180,مهندسي مكانيك,10,3            
2531180_08,3971,2531180,مهندسي ساخت و توليد,7,3            
2531180_08,3971,2531180,مهندسي ساخت و توليد,7,3            
2531180_08,3971,2531180,مهندسي ساخت و توليد,10,3            
2531180_08,3971,2531180,مهندسي مكانيك,----,3            
2531180_08,3971,2531180,مهندسي ساخت و توليد,7,3            
2531180_08,3971,2531180,مهندسي ساخت و توليد,10.5,3            
2531180_08,3971,2531180,مهندسي ساخت و توليد,7,3            
2531180_08,3971,2531180,مهندسي مكانيك-ساخت و توليد,10,3            
2531180_08,3971,2531180,مهندسي ساخت و توليد,7,3            
2531180_08,3971,2531180,مهندسي ساخت و توليد,8,3            
2531180_08,3971,2531180,مهندسي ساخت و توليد,7,3            
2531180_08,3971,2531180,مهندسي ساخت و توليد,7,3            
2531180_08,3971,2531180,مهندسي ساخت و توليد,8,3            
2531180_08,3971,2531180,مهندسي ساخت و توليد,7,3            
2531180_08,3971,2531180,مهندسي ساخت و توليد,----,3            
2531180_08,3971,2531180,مهندسي ساخت و توليد,10,3            
2531180_08,3971,2531180,مهندسي ساخت و توليد,8,3            
2531180_08,3971,2531180,مهندسي ساخت و توليد,7,3            
2531180_08,3971,2531180,مهندسي مكانيك,----,3            
2531180_08,3971,2531180,مهندسي ساخت و توليد,7,3            
2531180_08,3971,2531180,مهندسي ساخت و توليد,7,3            
2531180_08,3971,2531180,مهندسي ساخت و توليد,7,3            
2531180_08,3971,2531180,مهندسي شيمي - طراحي فرآيندهاي صنايع نفت,10,3            
2531180_08,3971,2531180,مهندسي مكانيك,----,3            
2531180_08,3971,2531180,مهندسي ساخت و توليد,13,3            
2531180_08,3971,2531180,مهندسي ساخت و توليد,7,3            
2531180_08,3971,2531180,مهندسي ساخت و توليد,7,3            
2531180_08,3971,2531180,مهندسي مكانيك-ساخت و توليد,----,3            
2531180_08,3971,2531180,مهندسي ساخت و توليد,----,3            
2531180_08,3971,2531180,مهندسي ساخت و توليد,8,3            
2531180_08,3971,2531180,مهندسي ساخت و توليد,11,3            
2531180_08,3971,2531180,مهندسي مكانيك,16.25,3            
2531180_08,3971,2531180,مهندسي ساخت و توليد,7,3            
2531180_08,3971,2531180,مهندسي مكانيك,----,3            
2531180_08,3971,2531180,مهندسي ساخت و توليد,----,3            
2531180_08,3971,2531180,مهندسي ساخت و توليد,----,3            
2531180_09,3971,2531180,مهندسي صنايع,7,3            
2531180_09,3971,2531180,مهندسي صنايع,10,3            
2531180_09,3971,2531180,مهندسي صنايع,7,3            
2531180_09,3971,2531180,مهندسي صنايع,9,3            
2531180_09,3971,2531180,مهندسي صنايع,7,3            
2531180_09,3971,2531180,مهندسي صنايع,----,3            
2531180_09,3971,2531180,مهندسي صنايع,10,3            
2531180_09,3971,2531180,مهندسي صنايع,----,3            
2531180_09,3971,2531180,مهندسي صنايع,7,3            
2531180_09,3971,2531180,مهندسي صنايع,7,3            
2531180_09,3971,2531180,مهندسي صنايع,8,3            
2531180_09,3971,2531180,مهندسي صنايع,7,3            
2531180_09,3971,2531180,مهندسي صنايع,----,3            
2531180_09,3971,2531180,مهندسي صنايع,7,3            
2531180_09,3971,2531180,مهندسي صنايع,7,3            
2531180_09,3971,2531180,مهندسي صنايع,7,3            
2531180_09,3971,2531180,مهندسي صنايع,7,3            
2531180_09,3971,2531180,مهندسي صنايع,7,3            
2531180_09,3971,2531180,مهندسي صنايع,7,3            
2531180_09,3971,2531180,مهندسي صنايع,8,3            
2531180_09,3971,2531180,مهندسي صنايع,10,3            
2531180_09,3971,2531180,مهندسي صنايع,9.9,3            
2531180_09,3971,2531180,مهندسي صنايع,7,3            
2531180_09,3971,2531180,مهندسي صنايع,11.5,3            
2531180_09,3971,2531180,مهندسي صنايع,10,3            
2531180_09,3971,2531180,مهندسي صنايع,7,3            
2531180_09,3971,2531180,مهندسي صنايع,7,3            
2531180_09,3971,2531180,مهندسي صنايع,10,3            
2531180_09,3971,2531180,مهندسي صنايع,7,3            
2531180_09,3971,2531180,مهندسي صنايع,7,3            
2531180_09,3971,2531180,مهندسي صنايع,7,3            
2531180_09,3971,2531180,مهندسي صنايع,7,3            
2531180_09,3971,2531180,مهندسي صنايع,7,3            
2531180_09,3971,2531180,مهندسي صنايع,7,3            
2531180_09,3971,2531180,مهندسي صنايع,11.55,3            
2531180_09,3971,2531180,مهندسي صنايع,7,3            
2531180_09,3971,2531180,مهندسي صنايع,7,3            
2531180_09,3971,2531180,مهندسي صنايع,7,3            
2531180_09,3971,2531180,مهندسي صنايع,7,3            
2531180_09,3971,2531180,مهندسي صنايع,----,3            
2531180_09,3971,2531180,مهندسي صنايع,7,3            
2531180_09,3971,2531180,مهندسي صنايع,8,3            
2531180_09,3971,2531180,مهندسي صنايع,9,3            
2531180_09,3971,2531180,مهندسي صنايع,7,3            
2531180_09,3971,2531180,مهندسي صنايع,7,3            
2531180_09,3971,2531180,مهندسي صنايع,7,3            
2531180_09,3971,2531180,مهندسي صنايع,7,3            
2531180_09,3971,2531180,مهندسي صنايع,7,3            
2531180_09,3971,2531180,مهندسي صنايع,9,3            
2531180_09,3971,2531180,مهندسي صنايع,10.15,3            
2531180_09,3971,2531180,مهندسي صنايع,7,3            
2531180_09,3971,2531180,مهندسي صنايع,10,3            
2531180_09,3971,2531180,مهندسي صنايع,9.9,3            
2531180_09,3971,2531180,مهندسي صنايع,----,3            
2531180_10,3971,2531180,مهندسي مواد و متالورژي,----,3            
2531180_10,3971,2531180,مهندسي مواد و متالورژي,----,3            
2531180_10,3971,2531180,مهندسي مواد و متالورژي,----,3            
2531180_10,3971,2531180,مهندسي مواد و متالورژي,----,3            
2531180_10,3971,2531180,مهندسي مواد و متالورژي,----,3            
2531180_10,3971,2531180,مهندسي مواد و متالورژي,----,3            
2531180_10,3971,2531180,مهندسي مواد و متالورژي,----,3            
2531180_10,3971,2531180,مهندسي مواد و متالورژي,9,3            
2531180_10,3971,2531180,مهندسي مواد و متالورژي,9.9,3            
2531180_10,3971,2531180,مهندسي مواد و متالورژي,8,3            
2531180_10,3971,2531180,مهندسي مواد و متالورژي,8,3            
2531180_10,3971,2531180,مهندسي مواد و متالورژي,8.5,3            
2531180_10,3971,2531180,مهندسي مواد و متالورژي,----,3            
2531180_10,3971,2531180,مهندسي مواد و متالورژي,----,3            
2531180_10,3971,2531180,مهندسي مواد و متالورژي,9.9,3            
2531180_10,3971,2531180,مهندسي مواد و متالورژي,8,3            
2531180_10,3971,2531180,مهندسي مواد و متالورژي,----,3            
2531180_10,3971,2531180,مهندسي مواد و متالورژي,8,3            
2531180_10,3971,2531180,مهندسي مواد و متالورژي,9,3            
2531180_10,3971,2531180,مهندسي مواد و متالورژي,----,3            
2531180_10,3971,2531180,مهندسي مواد و متالورژي,8,3            
2531180_10,3971,2531180,مهندسي مواد و متالورژي,----,3            
2531180_10,3971,2531180,مهندسي مواد و متالورژي,----,3            
2531180_10,3971,2531180,مهندسي مواد و متالورژي,5,3            
2531180_10,3971,2531180,مهندسي مواد و متالورژي,14.5,3            
2531180_10,3971,2531180,مهندسي مواد و متالورژي,8,3            
2531180_10,3971,2531180,مهندسي مواد و متالورژي,----,3            
2531180_10,3971,2531180,مهندسي مواد و متالورژي,----,3            
2531180_10,3971,2531180,مهندسي مواد و متالورژي,10.5,3            
2531180_10,3971,2531180,مهندسي مواد و متالورژي,----,3            
2531180_10,3971,2531180,مهندسي مواد و متالورژي,----,3            
2531180_11,3971,2531180,مهندسي مواد و متالورژي,----,3            
2531180_11,3971,2531180,مهندسي مواد و متالورژي,----,3            
2531180_11,3971,2531180,مهندسي مواد و متالورژي,----,3            
2531180_11,3971,2531180,مهندسي مواد و متالورژي,8.25,3            
2531180_11,3971,2531180,مهندسي مواد و متالورژي,----,3            
2531180_11,3971,2531180,مهندسي مواد و متالورژي,----,3            
2531180_11,3971,2531180,مهندسي مواد و متالورژي,7.25,3            
2531180_11,3971,2531180,مهندسي مواد و متالورژي,14.5,3            
2531180_11,3971,2531180,مهندسي مواد و متالورژي,7.25,3            
2531180_11,3971,2531180,مهندسي مواد و متالورژي,7.25,3            
2531180_11,3971,2531180,مهندسي مواد و متالورژي,----,3            
2531180_11,3971,2531180,مهندسي مواد و متالورژي,9.5,3            
2531180_11,3971,2531180,مهندسي مواد و متالورژي,----,3            
2531180_11,3971,2531180,مهندسي مواد و متالورژي,8,3            
2531180_11,3971,2531180,مهندسي مواد و متالورژي,----,3            
2531180_11,3971,2531180,مهندسي مواد و متالورژي,7,3            
2531180_11,3971,2531180,مهندسي مواد و متالورژي,7.5,3            
2531180_11,3971,2531180,مهندسي مواد و متالورژي,8.5,3            
2531180_11,3971,2531180,مهندسي مواد و متالورژي,8.5,3            
2531180_11,3971,2531180,مهندسي مواد و متالورژي,8.75,3            
2531180_11,3971,2531180,مهندسي مواد و متالورژي,8.5,3            
2531180_11,3971,2531180,مهندسي مواد و متالورژي,7.75,3            
2531180_11,3971,2531180,مهندسي مواد و متالورژي,----,3            
2531180_11,3971,2531180,مهندسي مواد و متالورژي,9.5,3            
2531180_11,3971,2531180,مهندسي مواد و متالورژي,----,3            
2531180_11,3971,2531180,مهندسي مواد و متالورژي,8.5,3            
2531180_11,3971,2531180,مهندسي مواد و متالورژي,----,3            
2531180_11,3971,2531180,مهندسي مواد و متالورژي,8.5,3            
2531180_11,3971,2531180,مهندسي مواد و متالورژي,7.5,3            
2531180_11,3971,2531180,مهندسي مواد و متالورژي,----,3            
2531180_11,3971,2531180,مهندسي مواد و متالورژي,----,3            
2531180_11,3971,2531180,مهندسي مواد و متالورژي,----,3            
2531180_11,3971,2531180,مهندسي مواد و متالورژي,8,3            
2531180_11,3971,2531180,مهندسي مواد و متالورژي,9.75,3            
2531180_11,3971,2531180,مهندسي مواد و متالورژي,8.25,3            
2531180_11,3971,2531180,مهندسي مواد و متالورژي,8.25,3            
2531180_11,3971,2531180,مهندسي مواد و متالورژي,8.25,3            
2531180_11,3971,2531180,مهندسي مواد و متالورژي,----,3            
2531180_11,3971,2531180,مهندسي مواد و متالورژي,8.25,3            
2531180_11,3971,2531180,مهندسي مواد و متالورژي,----,3            
2531180_11,3971,2531180,مهندسي مواد-متالورژي استخراجي,17.5,3            
2531180_11,3971,2531180,مهندسي مواد و متالورژي,13.5,3            
2531180_11,3971,2531180,مهندسي مواد و متالورژي,9.5,3            
2531180_11,3971,2531180,مهندسي مواد و متالورژي,9,3            
2531180_11,3971,2531180,مهندسي مواد و متالورژي,----,3            
2531180_11,3971,2531180,مهندسي مواد و متالورژي,----,3            
2531180_11,3971,2531180,مهندسي مواد و متالورژي,----,3            
2531180_11,3971,2531180,مهندسي مواد و متالورژي,9,3            
2531180_11,3971,2531180,مهندسي صنايع,7.75,3            
2531180_12,3971,2531180,مهندسي مواد و متالورژي,----,3            
2531180_12,3971,2531180,مهندسي مواد و متالورژي,7,3            
2531180_12,3971,2531180,مهندسي مواد و متالورژي,----,3            
2531180_12,3971,2531180,مهندسي مواد و متالورژي,9.8,3            
2531180_12,3971,2531180,مهندسي مواد و متالورژي,----,3            
2531180_12,3971,2531180,مهندسي مواد و متالورژي,10,3            
2531180_12,3971,2531180,مهندسي مواد و متالورژي,11.5,3            
2531180_12,3971,2531180,مهندسي مواد و متالورژي,7,3            
2531180_12,3971,2531180,مهندسي مواد و متالورژي,----,3            
2531180_12,3971,2531180,مهندسي مواد و متالورژي,7.5,3            
2531180_12,3971,2531180,مهندسي مواد و متالورژي,----,3            
2531180_12,3971,2531180,مهندسي مواد و متالورژي,7.5,3            
2531180_12,3971,2531180,مهندسي مواد و متالورژي,7.5,3            
2531180_12,3971,2531180,مهندسي مواد و متالورژي,----,3            
2531180_12,3971,2531180,مهندسي مواد و متالورژي,9.8,3            
2531180_12,3971,2531180,مهندسي مواد و متالورژي,10.1,3            
2531180_12,3971,2531180,مهندسي مواد- متالورژي صنعتي,10,3            
2531180_12,3971,2531180,مهندسي مواد و متالورژي,10.8,3            
2531180_12,3971,2531180,مهندسي مواد و متالورژي,----,3            
2531180_12,3971,2531180,مهندسي مواد و متالورژي,----,3            
2531180_12,3971,2531180,مهندسي مواد و متالورژي,----,3            
2531180_12,3971,2531180,مهندسي مواد و متالورژي,8.9,3            
2531180_12,3971,2531180,مهندسي مواد و متالورژي,7.5,3            
2531180_12,3971,2531180,مهندسي مواد و متالورژي,8,3            
2531180_12,3971,2531180,مهندسي مواد و متالورژي,8,3            
2531180_12,3971,2531180,مهندسي مواد و متالورژي,9.8,3            
2531180_12,3971,2531180,مهندسي مواد- متالورژي صنعتي,----,3            
2531180_12,3971,2531180,مهندسي مواد و متالورژي,----,3            
2531180_12,3971,2531180,مهندسي مواد و متالورژي,----,3            
2531180_12,3971,2531180,مهندسي مواد و متالورژي,7,3            
2531180_12,3971,2531180,مهندسي مواد و متالورژي,7.5,3            
2531180_12,3971,2531180,مهندسي مواد و متالورژي,7.5,3            
2531180_12,3971,2531180,مهندسي مواد و متالورژي,9.8,3            
2531180_12,3971,2531180,مهندسي مواد و متالورژي,8.5,3            
2531180_12,3971,2531180,مهندسي مواد و متالورژي,----,3            
2531180_12,3971,2531180,مهندسي مواد و متالورژي,9.7,3            
2531180_12,3971,2531180,مهندسي مواد و متالورژي,----,3            
2531180_12,3971,2531180,مهندسي مواد و متالورژي,8,3            
2531180_12,3971,2531180,مهندسي مواد و متالورژي,----,3            
2531180_12,3971,2531180,مهندسي مواد- متالورژي صنعتي,----,3            
2531180_12,3971,2531180,مهندسي مواد و متالورژي,----,3            
2531180_13,3971,2531180,مهندسي كامپيوتر-سخت افزار,10,3            
2531180_13,3971,2531180,مهندسي كامپيوتر,16,3            
2531180_13,3971,2531180,مهندسي كامپيوتر,12,3            
2531180_13,3971,2531180,مهندسي كامپيوتر,----,3            
2531180_13,3971,2531180,مهندسي كامپيوتر,7.5,3            
2531180_13,3971,2531180,مهندسي كامپيوتر,10,3            
2531180_13,3971,2531180,مهندسي كامپيوتر,10,3            
2531180_13,3971,2531180,مهندسي كامپيوتر,8.5,3            
2531180_13,3971,2531180,مهندسي كامپيوتر,13,3            
2531180_13,3971,2531180,مهندسي كامپيوتر,----,3            
2531180_13,3971,2531180,مهندسي برق,----,3            
2531180_13,3971,2531180,مهندسي كامپيوتر,7,3            
2531180_13,3971,2531180,مهندسي كامپيوتر,8.75,3            
2531180_13,3971,2531180,مهندسي كامپيوتر,10,3            
2531180_13,3971,2531180,مهندسي كامپيوتر,7,3            
2531180_13,3971,2531180,مهندسي كامپيوتر,15,3            
2531180_13,3971,2531180,مهندسي كامپيوتر,7,3            
2531180_13,3971,2531180,مهندسي كامپيوتر,13,3            
2531180_13,3971,2531180,مهندسي كامپيوتر,12,3            
2531180_13,3971,2531180,مهندسي كامپيوتر,7,3            
2531180_13,3971,2531180,مهندسي كامپيوتر,8.75,3            
2531180_13,3971,2531180,مهندسي كامپيوتر,8.75,3            
2531180_13,3971,2531180,مهندسي كامپيوتر,9.9,3            
2531180_13,3971,2531180,مهندسي كامپيوتر,12,3            
2531180_13,3971,2531180,مهندسي كامپيوتر,8.75,3            
2531180_13,3971,2531180,مهندسي كامپيوتر,10.5,3            
2531180_13,3971,2531180,مهندسي كامپيوتر,11.75,3            
2531180_13,3971,2531180,مهندسي كامپيوتر,7,3            
2531180_13,3971,2531180,مهندسي كامپيوتر,7,3            
2531180_13,3971,2531180,مهندسي كامپيوتر,8.75,3            
2531180_13,3971,2531180,مهندسي كامپيوتر,11,3            
2531180_13,3971,2531180,مهندسي كامپيوتر,19.75,3            
2531180_13,3971,2531180,مهندسي كامپيوتر,7.75,3            
2531180_13,3971,2531180,مهندسي كامپيوتر,10,3            
2531180_13,3971,2531180,مهندسي كامپيوتر,12,3            
2531180_13,3971,2531180,مهندسي كامپيوتر,8,3            
2531180_13,3971,2531180,مهندسي كامپيوتر,10.5,3            
2531180_13,3971,2531180,مهندسي كامپيوتر,11,3            
2531180_13,3971,2531180,مهندسي كامپيوتر,15,3            
2531180_13,3971,2531180,مهندسي كامپيوتر,13.5,3            
2531180_13,3971,2531180,مهندسي كامپيوتر,----,3            
2531180_13,3971,2531180,مهندسي كامپيوتر,10.5,3            
2531180_13,3971,2531180,مهندسي كامپيوتر,----,3            
2531180_13,3971,2531180,مهندسي كامپيوتر,8,3            
2531180_13,3971,2531180,مهندسي كامپيوتر,13.5,3            
2531180_13,3971,2531180,مهندسي كامپيوتر,----,3            
2531180_13,3971,2531180,مهندسي كامپيوتر,10.5,3            
2531180_13,3971,2531180,مهندسي كامپيوتر,8,3            
2531180_13,3971,2531180,مهندسي كامپيوتر,12,3            
2531180_13,3971,2531180,مهندسي كامپيوتر,12,3            
2531180_13,3971,2531180,مهندسي كامپيوتر,12.5,3            
2531180_13,3971,2531180,مهندسي كامپيوتر,13,3            
2531180_13,3971,2531180,مهندسي كامپيوتر,10,3            
2531180_13,3971,2531180,مهندسي كامپيوتر - نرم افزار,14,3            
2531180_13,3971,2531180,مهندسي كامپيوتر,7.75,3            
2531180_14,3971,2531180,مهندسي كامپيوتر,10,3            
2531180_14,3971,2531180,مهندسي كامپيوتر,7,3            
2531180_14,3971,2531180,مهندسي كامپيوتر,7,3            
2531180_14,3971,2531180,مهندسي كامپيوتر,9,3            
2531180_14,3971,2531180,مهندسي كامپيوتر,8,3            
2531180_14,3971,2531180,مهندسي كامپيوتر,8,3            
2531180_14,3971,2531180,مهندسي كامپيوتر,9.9,3            
2531180_14,3971,2531180,مهندسي كامپيوتر,7,3            
2531180_14,3971,2531180,مهندسي كامپيوتر,9,3            
2531180_14,3971,2531180,مهندسي كامپيوتر,9.9,3            
2531180_14,3971,2531180,مهندسي كامپيوتر,13,3            
2531180_14,3971,2531180,مهندسي كامپيوتر-سخت افزار,----,3            
2531180_14,3971,2531180,مهندسي كامپيوتر,8,3            
2531180_14,3971,2531180,مهندسي كامپيوتر,9.9,3            
2531180_14,3971,2531180,مهندسي برق,9,3            
2531180_14,3971,2531180,مهندسي برق,----,3            
2531180_14,3971,2531180,مهندسي كامپيوتر,7,3            
2531180_14,3971,2531180,مهندسي كامپيوتر,----,3            
2531180_14,3971,2531180,مهندسي كامپيوتر,10,3            
2531180_14,3971,2531180,مهندسي كامپيوتر,7,3            
2531180_14,3971,2531180,مهندسي كامپيوتر,18.25,3            
2531180_14,3971,2531180,مهندسي كامپيوتر,10,3            
2531180_14,3971,2531180,مهندسي كامپيوتر,14.5,3            
2531180_14,3971,2531180,مهندسي كامپيوتر,9,3            
2531180_14,3971,2531180,مهندسي كامپيوتر,7,3            
2531180_14,3971,2531180,مهندسي كامپيوتر,7,3            
2531180_14,3971,2531180,مهندسي كامپيوتر,10.5,3            
2531180_14,3971,2531180,مهندسي كامپيوتر,7,3            
2531180_14,3971,2531180,مهندسي كامپيوتر,9.9,3            
2531180_14,3971,2531180,مهندسي كامپيوتر,9.9,3            
2531180_14,3971,2531180,مهندسي برق,7,3            
2531180_14,3971,2531180,مهندسي برق,----,3            
2531180_14,3971,2531180,مهندسي كامپيوتر,----,3            
2531180_14,3971,2531180,مهندسي كامپيوتر,16.25,3            
2531180_14,3971,2531180,مهندسي كامپيوتر,16.75,3            
2531180_14,3971,2531180,مهندسي كامپيوتر,10,3            
2531180_14,3971,2531180,مهندسي كامپيوتر,9.9,3            
2531180_14,3971,2531180,مهندسي كامپيوتر,10,3            
2531180_14,3971,2531180,مهندسي كامپيوتر,10.75,3            
2531180_14,3971,2531180,مهندسي كامپيوتر,9.9,3            
2531180_14,3971,2531180,مهندسي كامپيوتر,13.5,3            
2531180_14,3971,2531180,مهندسي كامپيوتر,7,3            
2531180_14,3971,2531180,مهندسي كامپيوتر,14.5,3            
2531180_14,3971,2531180,مهندسي كامپيوتر,11.5,3            
2531180_14,3971,2531180,مهندسي كامپيوتر,8,3            
2531180_14,3971,2531180,مهندسي كامپيوتر,7,3            
2531180_14,3971,2531180,مهندسي كامپيوتر-سخت افزار,7,3            
2531180_14,3971,2531180,مهندسي كامپيوتر,12.5,3            
2531180_14,3971,2531180,مهندسي كامپيوتر,8,3            
2531180_14,3971,2531180,مهندسي كامپيوتر,14.75,3            
2531180_14,3971,2531180,مهندسي كامپيوتر,17.5,3            
2531180_14,3971,2531180,مهندسي برق,7,3            
2531180_15,3971,2531180,مهندسي كامپيوتر,9.75,3            
2531180_15,3971,2531180,مهندسي كامپيوتر,9,3            
2531180_15,3971,2531180,مهندسي كامپيوتر-سخت افزار,----,3            
2531180_15,3971,2531180,مهندسي كامپيوتر,10.25,3            
2531180_15,3971,2531180,مهندسي كامپيوتر,10,3            
2531180_15,3971,2531180,مهندسي كامپيوتر,8.5,3            
2531180_15,3971,2531180,مهندسي كامپيوتر,16.5,3            
2531180_15,3971,2531180,مهندسي كامپيوتر,12.5,3            
2531180_15,3971,2531180,مهندسي كامپيوتر,8.5,3            
2531180_15,3971,2531180,مهندسي كامپيوتر,7.5,3            
2531180_15,3971,2531180,مهندسي كامپيوتر,9.5,3            
2531180_15,3971,2531180,مهندسي كامپيوتر,8.5,3            
2531180_15,3971,2531180,مهندسي كامپيوتر,9.5,3            
2531180_15,3971,2531180,مهندسي كامپيوتر,9.5,3            
2531180_15,3971,2531180,مهندسي كامپيوتر,12.5,3            
2531180_15,3971,2531180,مهندسي كامپيوتر,9.5,3            
2531180_15,3971,2531180,مهندسي كامپيوتر,11.75,3            
2531180_15,3971,2531180,مهندسي برق,8.5,3            
2531180_15,3971,2531180,مهندسي برق,8.5,3            
2531180_15,3971,2531180,مهندسي كامپيوتر,8.5,3            
2531180_15,3971,2531180,مهندسي كامپيوتر - معماري سيستم هاي كامپيوتري,----,3            
2531180_15,3971,2531180,مهندسي كامپيوتر,9.75,3            
2531180_15,3971,2531180,مهندسي كامپيوتر,8.75,3            
2531180_15,3971,2531180,مهندسي كامپيوتر,11.5,3            
2531180_15,3971,2531180,مهندسي كامپيوتر,9.5,3            
2531180_15,3971,2531180,مهندسي كامپيوتر,9.5,3            
2531180_15,3971,2531180,مهندسي كامپيوتر,12.5,3            
2531180_15,3971,2531180,مهندسي كامپيوتر,9.5,3            
2531180_15,3971,2531180,مهندسي كامپيوتر,15.25,3            
2531180_15,3971,2531180,مهندسي كامپيوتر,8.75,3            
2531180_15,3971,2531180,مهندسي برق,----,3            
2531180_15,3971,2531180,مهندسي كامپيوتر,----,3            
2531180_15,3971,2531180,مهندسي كامپيوتر,8.5,3            
2531180_15,3971,2531180,مهندسي برق,----,3            
2531180_15,3971,2531180,مهندسي كامپيوتر,17,3            
2531180_15,3971,2531180,مهندسي كامپيوتر,16.5,3            
2531180_15,3971,2531180,مهندسي كامپيوتر,----,3            
2531180_15,3971,2531180,مهندسي كامپيوتر,7,3            
2531180_15,3971,2531180,مهندسي كامپيوتر,10,3            
2531180_15,3971,2531180,مهندسي كامپيوتر,7,3            
2531180_15,3971,2531180,مهندسي كامپيوتر,7,3            
2531180_15,3971,2531180,مهندسي كامپيوتر,9.25,3            
2531180_15,3971,2531180,مهندسي كامپيوتر,7.25,3            
2531180_15,3971,2531180,مهندسي كامپيوتر,13.5,3            
2531180_15,3971,2531180,مهندسي كامپيوتر,12.25,3            
2531180_15,3971,2531180,مهندسي كامپيوتر,9.25,3            
2531180_15,3971,2531180,مهندسي كامپيوتر,9.25,3            
2531180_15,3971,2531180,مهندسي كامپيوتر,8.5,3            
2531180_15,3971,2531180,مهندسي كامپيوتر,8.25,3            
2531180_15,3971,2531180,مهندسي كامپيوتر,8,3            
2531180_15,3971,2531180,مهندسي برق,8.5,3            
2531180_15,3971,2531180,مهندسي كامپيوتر,9,3            
2531180_16,3971,2531180,مهندسي برق,7,3            
2531180_16,3971,2531180,مهندسي برق,7,3            
2531180_16,3971,2531180,مهندسي برق,9.9,3            
2531180_16,3971,2531180,مهندسي برق,7,3            
2531180_16,3971,2531180,مهندسي برق,10,3            
2531180_16,3971,2531180,مهندسي برق,8,3            
2531180_16,3971,2531180,مهندسي برق,8,3            
2531180_16,3971,2531180,مهندسي برق,7,3            
2531180_16,3971,2531180,مهندسي برق,7,3            
2531180_16,3971,2531180,مهندسي برق,14.8,3            
2531180_16,3971,2531180,مهندسي برق,16.2,3            
2531180_16,3971,2531180,مهندسي برق,9,3            
2531180_16,3971,2531180,مهندسي برق,8,3            
2531180_16,3971,2531180,مهندسي برق,9,3            
2531180_16,3971,2531180,مهندسي برق,7,3            
2531180_16,3971,2531180,مهندسي برق,10,3            
2531180_16,3971,2531180,مهندسي برق,7,3            
2531180_16,3971,2531180,مهندسي برق,13.1,3            
2531180_16,3971,2531180,مهندسي برق,8,3            
2531180_16,3971,2531180,مهندسي برق,----,3            
2531180_16,3971,2531180,مهندسي برق,7,3            
2531180_16,3971,2531180,مهندسي برق,10.6,3            
2531180_16,3971,2531180,مهندسي برق,8,3            
2531180_16,3971,2531180,مهندسي برق,7,3            
2531180_16,3971,2531180,مهندسي برق,12.5,3            
2531180_16,3971,2531180,مهندسي برق,7,3            
2531180_16,3971,2531180,مهندسي برق,7,3            
2531180_16,3971,2531180,مهندسي برق,7,3            
2531180_16,3971,2531180,مهندسي برق,8,3            
2531180_16,3971,2531180,مهندسي برق,9,3            
2531180_16,3971,2531180,مهندسي برق,7,3            
2531180_16,3971,2531180,مهندسي برق,----,3            
2531180_16,3971,2531180,مهندسي برق,8,3            
2531180_16,3971,2531180,مهندسي برق,7,3            
2531180_16,3971,2531180,مهندسي برق,8,3            
2531180_16,3971,2531180,مهندسي برق,----,3            
2531180_16,3971,2531180,مهندسي برق,7,3            
2531180_16,3971,2531180,مهندسي برق,----,3            
2531180_16,3971,2531180,مهندسي برق,7,3            
2531180_16,3971,2531180,مهندسي برق,----,3            
2531180_16,3971,2531180,مهندسي برق,----,3            
2531180_16,3971,2531180,مهندسي برق,7,3            
2531180_16,3971,2531180,مهندسي برق,7,3            
2531180_16,3971,2531180,مهندسي برق,7,3            
2531180_16,3971,2531180,مهندسي برق,7,3            
2531180_16,3971,2531180,مهندسي برق,----,3            
2531180_16,3971,2531180,مهندسي برق,7,3            
2531180_17,3971,2531180,مهندسي برق,12.5,3            
2531180_17,3971,2531180,مهندسي برق,8,3            
2531180_17,3971,2531180,مهندسي برق,9,3            
