Course_number_group,Term,Course_number,subject,score,course_units,Teacher
2531689_05,4031,2531689,مهندسي برق,9.9,4            ,معدنشكاف علي
2531689_05,4031,2531689,مهندسي برق,9.9,4            ,معدنشكاف علي
2531689_05,4031,2531689,مهندسي برق,9.9,4            ,معدنشكاف علي
2531689_05,4031,2531689,مهندسي برق,9.9,4            ,معدنشكاف علي
2531689_05,4031,2531689,مهندسي برق,13.2,4            ,معدنشكاف علي
2531689_05,4031,2531689,مهندسي برق,12.2,4            ,معدنشكاف علي
2531689_05,4031,2531689,مهندسي برق,9.9,4            ,معدنشكاف علي
2531689_05,4031,2531689,مهندسي برق,15,4            ,معدنشكاف علي
2531689_05,4031,2531689,مهندسي برق,9.9,4            ,معدنشكاف علي
2531689_05,4031,2531689,مهندسي برق,10,4            ,معدنشكاف علي
2531689_05,4031,2531689,مهندسي برق,10,4            ,معدنشكاف علي
2531689_05,4031,2531689,مهندسي برق,13.6,4            ,معدنشكاف علي
2531689_05,4031,2531689,مهندسي برق,9.9,4            ,معدنشكاف علي
2531689_05,4031,2531689,مهندسي برق,9,4            ,معدنشكاف علي
2531689_05,4031,2531689,مهندسي برق,9.9,4            ,معدنشكاف علي
2531689_05,4031,2531689,مهندسي برق,----,4            ,معدنشكاف علي
2531689_05,4031,2531689,مهندسي برق,9,4            ,معدنشكاف علي
2531689_05,4031,2531689,مهندسي برق,10,4            ,معدنشكاف علي
2531689_05,4031,2531689,مهندسي برق,10,4            ,معدنشكاف علي
2531689_05,4031,2531689,مهندسي برق,9,4            ,معدنشكاف علي
2531689_05,4031,2531689,مهندسي برق,10,4            ,معدنشكاف علي
2531689_05,4031,2531689,مهندسي برق,10.7,4            ,معدنشكاف علي
2531689_05,4031,2531689,مهندسي كامپيوتر,9.9,4            ,معدنشكاف علي
2531689_05,4031,2531689,مهندسي برق,9,4            ,معدنشكاف علي
2531689_05,4031,2531689,مهندسي برق,9.9,4            ,معدنشكاف علي
2531689_05,4031,2531689,مهندسي برق,9.9,4            ,معدنشكاف علي
2531689_05,4031,2531689,آموزش رياضي,9,4            ,معدنشكاف علي
2531689_05,4031,2531689,مهندسي برق,----,4            ,معدنشكاف علي
2531689_05,4031,2531689,مهندسي برق,----,4            ,معدنشكاف علي
2531689_05,4031,2531689,مهندسي برق,10.2,4            ,معدنشكاف علي
2531689_06,4031,2531689,مهندسي برق,10,4            ,بقا محمد
2531689_06,4031,2531689,مهندسي برق,9,4            ,بقا محمد
2531689_06,4031,2531689,مهندسي كامپيوتر,13,4            ,بقا محمد
2531689_06,4031,2531689,مهندسي برق,9,4            ,بقا محمد
2531689_06,4031,2531689,مهندسي برق,10.5,4            ,بقا محمد
2531689_06,4031,2531689,مهندسي برق,9,4            ,بقا محمد
2531689_06,4031,2531689,مهندسي برق,9,4            ,بقا محمد
2531689_06,4031,2531689,مهندسي برق,9,4            ,بقا محمد
2531689_06,4031,2531689,مهندسي برق,9,4            ,بقا محمد
2531689_06,4031,2531689,مهندسي برق,9,4            ,بقا محمد
2531689_06,4031,2531689,مهندسي برق,9,4            ,بقا محمد
2531689_06,4031,2531689,مهندسي برق,----,4            ,بقا محمد
2531689_06,4031,2531689,مهندسي برق,10.5,4            ,بقا محمد
2531689_06,4031,2531689,مهندسي برق,10.5,4            ,بقا محمد
2531689_06,4031,2531689,مهندسي برق,9,4            ,بقا محمد
2531689_06,4031,2531689,مهندسي برق,10,4            ,بقا محمد
2531689_06,4031,2531689,مهندسي برق,9,4            ,بقا محمد
2531689_06,4031,2531689,مهندسي برق,9,4            ,بقا محمد
2531689_06,4031,2531689,مهندسي برق,9,4            ,بقا محمد
2531689_06,4031,2531689,مهندسي برق,9,4            ,بقا محمد
2531689_06,4031,2531689,مهندسي برق,9,4            ,بقا محمد
2531689_06,4031,2531689,مهندسي برق,10,4            ,بقا محمد
2531689_06,4031,2531689,مهندسي برق,9,4            ,بقا محمد
2531689_06,4031,2531689,مهندسي برق,9,4            ,بقا محمد
2531689_06,4031,2531689,مهندسي برق,10,4            ,بقا محمد
2531689_06,4031,2531689,مهندسي برق,9,4            ,بقا محمد
2531689_06,4031,2531689,مهندسي برق,9,4            ,بقا محمد
2531689_06,4031,2531689,مهندسي برق,10,4            ,بقا محمد
2531689_06,4031,2531689,مهندسي برق,9,4            ,بقا محمد
2531689_06,4031,2531689,مهندسي برق,9,4            ,بقا محمد
2531689_06,4031,2531689,مهندسي مكانيك,9,4            ,بقا محمد
2531689_06,4031,2531689,مهندسي برق,9,4            ,بقا محمد
2531689_06,4031,2531689,مهندسي برق,9,4            ,بقا محمد
2531689_06,4031,2531689,مهندسي برق,10,4            ,بقا محمد
2531689_06,4031,2531689,مهندسي برق,9,4            ,بقا محمد
2531689_06,4031,2531689,مهندسي برق,9,4            ,بقا محمد
2531689_06,4031,2531689,مهندسي برق,10,4            ,بقا محمد
2531689_06,4031,2531689,مهندسي برق,----,4            ,بقا محمد
2531689_06,4031,2531689,مهندسي برق,9,4            ,بقا محمد
2531689_06,4031,2531689,مهندسي برق,10,4            ,بقا محمد
2531689_06,4031,2531689,مهندسي برق,10,4            ,بقا محمد
2531689_06,4031,2531689,مهندسي برق,9,4            ,بقا محمد
2531689_06,4031,2531689,مهندسي برق,9,4            ,بقا محمد
2531689_06,4031,2531689,مهندسي برق,9,4            ,بقا محمد
2531689_06,4031,2531689,مهندسي برق,10,4            ,بقا محمد
2531689_06,4031,2531689,مهندسي برق,9,4            ,بقا محمد
2531689_06,4031,2531689,مهندسي برق,9,4            ,بقا محمد
2531689_06,4031,2531689,مهندسي برق,9,4            ,بقا محمد
2531689_06,4031,2531689,مهندسي برق,9,4            ,بقا محمد
2531689_06,4031,2531689,مهندسي برق,9,4            ,بقا محمد
2531689_06,4031,2531689,مهندسي برق,----,4            ,بقا محمد
2531689_06,4031,2531689,مهندسي برق,11,4            ,بقا محمد
2531689_06,4031,2531689,مهندسي برق,9,4            ,بقا محمد
2531689_06,4031,2531689,مهندسي برق,9,4            ,بقا محمد
2531689_06,4031,2531689,مهندسي برق,9,4            ,بقا محمد
2531689_06,4031,2531689,مهندسي برق,9,4            ,بقا محمد
2531689_06,4031,2531689,مهندسي برق,9,4            ,بقا محمد
2531689_06,4031,2531689,مهندسي برق,10,4            ,بقا محمد
2531689_06,4031,2531689,مهندسي برق,9,4            ,بقا محمد
2531689_06,4031,2531689,مهندسي برق,9,4            ,بقا محمد
2531689_06,4031,2531689,مهندسي برق,----,4            ,بقا محمد
2531689_06,4031,2531689,مهندسي برق,9,4            ,بقا محمد
2531689_06,4031,2531689,مهندسي برق,----,4            ,بقا محمد
